First Priority,Second Priority,Third Priority,Score,Year
BSN,BSBio,BECEd,87,2018
BSN,BEED,BAJ,87,2018
BSN,BSBio,BSBA-FM,87,2018
BSN,BSTM,BSHM,87,2018
BSBA-OM,BSBA-FM,AB Pol Sci,87,2018
BSN,BSNED-Gen,BSBio,87,2018
BSTM,BECEd,AB Pol Sci,86,2018
BSED-Fil,BEED,BSED-Soc Stud,86,2018
BSED-Sci,BSED-Fil,BSED-Eng,86,2018
BSN,BPA,AB Pol Sci,86,2018
BSBA-OM,BSDC,BSTM,86,2018
BSIT,BSCS,BSIS,86,2018
BEEd,BSED-Soc Stud,BSNED-Gen,86,2018
BEEd,BSIT,BPA,86,2018
BSEd-Math,BAJ,BPA,86,2018
BSN,BSBio,BSBA-FM,86,2018
BCAED,BSED-Fil,BSN,86,2018
BSN,BSHM,BSTM,86,2018
BSTM,BSHM,BSBA-FM,86,2018
BSED-Fil,BEED,BSBio,86,2018
BECEd,BSNED-Gen,BEED,86,2018
BSED-Eng,BPA,BCAED,86,2018
BSBA-FM,BSIS,BCAED,86,2018
BSED-Fil,BSED-Soc Stud,BSNED-Gen,86,2018
BSED-Eng,BPA,ABFL,86,2018
BSBio,BSN,BSIT,86,2018
BSED-Soc Stud,BEED,BPA,86,2018
BSBA-OM,BSHM,BSTM,86,2018
BEEd,BSBA-FM,BSTM,86,2018
BSHM,BSTM,BSESS,86,2018
BSBio,BSN,AB Pol Sci,86,2018
BSBio,BSN,BSED-Sci,86,2018
BSBA-FM,BSHM,BSN,86,2018
BSN,BSIT,BSCS,86,2018
BSED-Soc Stud,AB Pol Sci,BSDC,86,2018
BSED-Soc Stud,AB Pol Sci,BSED-Eng,86,2018
BSEd-Math,BSED-Fil,BSBio,86,2018
BSN,AB Pol Sci,Not Indicated,86,2018
BECEd,BLIS,BSHM,86,2018
BSN,BSTM,BAJ,86,2018
BSED-Eng,BAB,BSTM,86,2018
BSED-Soc Stud,BSED-Fil,BECEd,86,2018
BSHM,BSTM,BSCM,86,2018
BSN,BSBio,BSCS,86,2018
BSNED-Gen,BSIT,BECEd,86,2018
BSAM,BSBA-FM,BSEd-Math,86,2018
BSN,BSBio,BPA,86,2018
BSTM,BSBA-FM,ABFL,86,2018
BSN,BSIT,Not Indicated,86,2018
BSN,BPA,BSTM,86,2018
BSIT,BSTM,BSBA-FM,86,2018
BSIT,BSIS,BSCS,86,2018
BSBA-FM,BSHM,Not Indicated,86,2018
BSED-Eng,BPEDD,ABFL,86,2018
BSBA-FM,BSBA-OM,Not Indicated,86,2018
BSN,BSBio,Not Indicated,86,2018
BSN,BSBA-FM,BSBio,86,2018
BSHM,BSBA-FM,BSTM,86,2018
BSBA-FM,BEED,BSAM,86,2018
BSBA-OM,BSHM,BSTM,86,2018
ABELS,BSN,BAB,86,2018
BSBA-FM,BSCM,BSHM,86,2018
BSN,BSIT,BSAM,86,2018
BSIT,BPEDD,BSIS,86,2018
BSBA-OM,BSBA-FM,BSHM,86,2018
BSHM,BSTM,BAJ,86,2018
BSN,BSBio,BSED-Sci,86,2018
BSED-Eng,BSIT,BSCM,86,2018
BSEd-Math,BSN,BSBio,86,2018
BSN,BSBio,BSTM,86,2018
BSBio,BSN,Not Indicated,86,2018
BSN,Not Indicated,Not Indicated,86,2018
BSED-Soc Stud,BEED,ABFL,86,2018
BSCS,BSBA-FM,BSIT,86,2018
BSED-Eng,ABFL,BSNEd-TDHL,86,2018
BSN,BSCS,BSBA-FM,86,2018
BSN,BSBio,Not Indicated,86,2018
BSN,BSBio,BAB,86,2018
BSED-Eng,BAB,BSED-Soc Stud,86,2018
BSED-Eng,BSN,BSBio,86,2018
BAB,BAJ,BPA,86,2018
BSN,BSBio,BSAM,86,2018
BSED-Sci,BSEd-Math,BSIT,86,2018
BSED-Eng,BSED-Soc Stud,BCAED,86,2018
BSBio,BSN,BSAM,86,2018
BSIT,BSCS,BSBA-FM,86,2018
BSN,BSBio,BSIT,86,2018
BSED-Eng,BSED-Soc Stud,AB Pol Sci,86,2018
BSN,BSBio,ABFL,86,2018
BSBA-FM,BSBA-OM,BSIT,86,2018
BSIT,BSIS,ABFL,86,2018
BSED-Eng,BSBA-FM,BAJ,86,2018
BSED-Sci,BSED-Soc Stud,BSCS,86,2018
BSN,ABELS,BSTM,86,2018
BSN,BSIT,BSHM,86,2018
BSCS,BSN,BSIT,86,2018
BSED-Soc Stud,BSED-Fil,BSBA-FM,86,2018
BPEDD,BSED-Soc Stud,ABFL,86,2018
BSBA-OM,BSIT,BSEMC,86,2018
BSBA-FM,BSAM,BAB,86,2018
BSBio,BSN,BPEDD,86,2018
BSED-Eng,BSBA-FM,BSESS,86,2018
BSBio,BSED-Sci,BSN,86,2018
BSED-Eng,ABFL,ABELS,86,2018
BSED-Sci,BSTM,BSNEd-TDHL,86,2018
BSBio,BSN,Not Indicated,86,2018
BECEd,BSED-Fil,BSNEd-TDHL,86,2018
BSEMC,BSIT,BSCS,86,2018
BSBA-OM,ABELS,ABFL,86,2018
BSBA-OM,BSBA-FM,BSTM,86,2018
BAB,BSBA-FM,ABELS,86,2018
AB Pol Sci,BAJ,BSDC,86,2018
AB Pol Sci,BSED-Soc Stud,BSDC,86,2018
AB Pol Sci,BSED-Soc Stud,BSEd-Math,86,2018
AB Pol Sci,BSED-Eng,BAJ,86,2018
BSED-Sci,BSBio,BSN,86,2018
AB Pol Sci,BSTM,BAB,86,2018
AB Pol Sci,ABFL,BSBio,86,2018
BSN,Not Indicated,Not Indicated,86,2018
AB Pol Sci,BSIT,BSBA-FM,86,2018
AB Pol Sci,BSED-Eng,BSN,86,2018
AB Pol Sci,BSBio,ABELS,86,2018
BSN,BEED,BSHM,86,2018
BSN,BSBio,BSHM,86,2018
BSDC,BSIS,BSBA-OM,86,2018
BSBA-OM,BSIT,BSBio,86,2018
BSCS,BSIT,BSN,86,2018
BSBA-FM,BSTM,BSCM,86,2018
BSDC,BPEDD,BSED-Eng,86,2018
BPA,BSTM,BSIT,86,2018
BSBA-FM,BSIT,BPEDD,86,2018
BSIT,BSCS,BSNEd-TDHL,86,2018
BSBA-FM,BSBA-OM,BSHM,86,2018
BSN,BSBio,BPEDD,86,2018
BPA,BSHM,BAB,85,2018
BSED-Eng,BSED-Sci,BSBio,85,2018
BSBio,BSTM,BSED-Eng,85,2018
BAB,ABFL,BSEMC,85,2018
BSED-Eng,ABELS,BSED-Soc Stud,85,2018
BSN,BSBio,Not Indicated,85,2018
BAB,BSED-Eng,BPA,85,2018
BSBio,BCAED,ABFL,85,2018
BSBA-FM,BSHM,BSTM,85,2018
BSED-Soc Stud,AB Pol Sci,BAJ,85,2018
BSED-Eng,ABFL,BPEDD,85,2018
BSTM,BSN,BSBA-FM,85,2018
BSEd-Math,BPA,BSESS,85,2018
BSNED-Gen,Not Indicated,BSBio,85,2018
BSED-Fil,BEED,AB Pol Sci,85,2018
BAJ,BCAED,BSESS,85,2018
BAB,AB Pol Sci,ABFL,85,2018
BSED-Fil,BSED-Eng,BSBA-FM,85,2018
BSBA-OM,BSBA-FM,BSHM,85,2018
BSNED-Gen,BSED-Eng,BEED,85,2018
ABFL,ABELS,AB Pol Sci,85,2018
BSED-Eng,AB Pol Sci,BSTM,85,2018
BSED-Eng,BSED-Soc Stud,BSDC,85,2018
BSTM,BSBio,BSIT,85,2018
BAB,BAJ,AB Pol Sci,85,2018
BSN,BSHM,BSIT,85,2018
BLIS,BSIT,BPA,85,2018
BSN,BSBio,BSESS,85,2018
BSBA-FM,BSBA-OM,BSTM,85,2018
BSTM,BSBio,BSHM,85,2018
BSN,BSTM,BSBio,85,2018
BSHM,BSHM,BSBA-FM,85,2018
BSNED-Gen,BSED-Fil,BECEd,85,2018
BSED-Fil,BPA,BAJ,85,2018
BSTM,BSEMC,BCAED,85,2018
ABELS,BSCM,ABFL,85,2018
BSNED-Gen,BSTM,BSIT,85,2018
BSN,BSBio,BSBA-FM,85,2018
BSBA-OM,BSHM,BSCM,85,2018
BSBA-FM,BSBA-OM,BSTM,85,2018
BSBA-OM,BSBA-FM,BSTM,85,2018
BSTM,BSBA-OM,BSHM,85,2018
BSBA-OM,BEED,BSHM,85,2018
BSTM,BSED-Eng,ABFL,85,2018
BSED-Eng,BPEDD,ABFL,85,2018
BSED-Sci,BSED-Soc Stud,BSED-Eng,85,2018
ABELS,ABFL,BSN,85,2018
BSBA-FM,BSBA-OM,BSHM,85,2018
BSN,BSBio,ABFL,85,2018
BSN,ABFL,BSIT,85,2018
BSHM,BSBA-FM,BSIT,85,2018
BSN,BSBA-OM,BSIT,85,2018
BSED-Eng,BSBio,AB Pol Sci,85,2018
BEEd,BSIT,BSN,85,2018
BSN,BSBio,BSTM,85,2018
BSHM,BSTM,Not Indicated,85,2018
BSHM,AB Pol Sci,BSED-Soc Stud,85,2018
BSBA-OM,BSCM,AB Pol Sci,85,2018
BSBA-OM,BSCM,BSBA-FM,85,2018
BSDC,BAJ,BSED-Eng,85,2018
BSHM,BSTM,Not Indicated,85,2018
BSN,BSBA-FM,BSBio,85,2018
BSAM,BEED,BSN,85,2018
BSN,BSED-Eng,BSNEd-TDHL,85,2018
BSED-Eng,BSHM,ABFL,85,2018
BSED-Eng,BSED-Sci,BSBio,85,2018
BCAED,BSED-Soc Stud,BSIS,85,2018
BSN,BSHM,BSTM,85,2018
BSN,BSBA-FM,BSIT,85,2018
BSED-Sci,BSED-Eng,BSBio,85,2018
BSN,AB Pol Sci,BSIT,85,2018
BSCS,BSBA-FM,BSBio,85,2018
BSEMC,BSIT,BSCS,85,2018
BSIT,BSCS,BSIS,85,2018
BSIT,BSTM,BSED-Fil,85,2018
BSBA-FM,BSIS,BSIT,85,2018
BSBA-OM,AB Pol Sci,BPEDD,85,2018
BPA,BPEDD,BAB,85,2018
BSN,BSBio,BSAM,85,2018
BSED-Soc Stud,BSBA-OM,BSDC,85,2018
BSN,BSBio,BEED,85,2018
BSED-Sci,BSN,BSBio,85,2018
BSBA-OM,BSHM,BSCM,85,2018
BSBA-OM,BSED-Eng,BSN,85,2018
BSN,BSBio,BSHM,85,2018
BSED-Sci,BPEDD,BSED-Fil,85,2018
BSED-Eng,ABELS,ABFL,85,2018
BSN,BEED,BSTM,85,2018
BAB,BSDC,BPA,85,2018
BSN,BSBio,BSTM,85,2018
BSEd-Math,BSED-Fil,BSIT,85,2018
BSBio,ABFL,BSN,85,2018
ABELS,BSED-Soc Stud,BSTM,85,2018
BSBA-FM,BSBio,BSCS,85,2018
BSBio,BSED-Sci,BSED-Soc Stud,85,2018
BSEd-Math,BSIT,BAJ,85,2018
BSN,BSBio,BSTM,85,2018
BSN,BSED-Sci,BSCS,85,2018
BSN,BSBio,BSCS,85,2018
ABELS,ABFL,BSED-Eng,85,2018
BSCS,BSEMC,BSIT,85,2018
BSED-Soc Stud,BSED-Fil,BAB,85,2018
BPEDD,BSIS,BSED-Fil,85,2018
BSN,BSTM,BSBA-FM,85,2018
BAB,BSED-Soc Stud,Not Indicated,85,2018
BSBA-OM,BSBA-FM,ABFL,85,2018
BSED-Soc Stud,BSBA-OM,BSN,85,2018
BSN,BSBio,BSTM,85,2018
BSBio,BSED-Eng,BAJ,85,2018
BSHM,BSBA-OM,BSTM,85,2018
BSBio,ABFL,BSBA-FM,85,2018
BSIT,BSN,BSCS,85,2018
BAB,BAJ,BSBA-FM,85,2018
BSNED-Gen,BSHM,BEED,85,2018
BSHM,BSED-Eng,BSED-Fil,85,2018
BPEDD,BSED-Fil,BAB,85,2018
BSN,BPA,BSIT,85,2018
BSN,BSCS,ABFL,85,2018
BSN,BSBA-OM,BSTM,85,2018
BSBA-FM,BSAM,BSIT,85,2018
BSBA-OM,BSED-Eng,BEED,85,2018
BSN,BSBio,BSBA-FM,85,2018
BSN,BSBio,ABELS,85,2018
BSED-Eng,BSTM,ABFL,85,2018
BSED-Eng,BSED-Fil,ABELS,85,2018
BSN,BSBio,BSAM,85,2018
BSBA-FM,BSHM,BSN,85,2018
BPEDD,BPA,BCAED,85,2018
BSBA-OM,BSBA-FM,BSBio,85,2018
BSN,BSBio,BSTM,85,2018
BSN,BSBio,AB Pol Sci,85,2018
BSN,BSBio,BSCS,85,2018
BSTM,BSHM,BEED,85,2018
BSTM,BSHM,BSN,85,2018
BSN,BSBio,BSBA-FM,85,2018
BSBio,BSN,BSBA-FM,85,2018
AB Pol Sci,ABFL,Not Indicated,85,2018
AB Pol Sci,BSBA-FM,ABFL,85,2018
AB Pol Sci,BSBA-OM,BAB,85,2018
AB Pol Sci,BSBA-FM,BSEd-Math,85,2018
BSEd-Math,BSAM,BPA,85,2018
BSBA-FM,BSIT,ABFL,85,2018
AB Pol Sci,BSBio,BSN,85,2018
BSN,AB Pol Sci,BSIT,85,2018
BSN,BSHM,BSBio,85,2018
AB Pol Sci,BSED-Soc Stud,ABFL,85,2018
BSED-Fil,BSTM,Not Indicated,85,2018
BSED-Fil,BSTM,BPEDD,85,2018
BSED-Soc Stud,BSIT,BSN,85,2018
BSED-Soc Stud,BSED-Fil,BAJ,85,2018
BSBA-FM,BSCM,BAB,85,2018
BSIT,ABFL,BSIS,85,2018
BPEDD,BSED-Sci,BSCS,85,2018
BSBA-FM,BSED-Soc Stud,BSBio,85,2018
BAB,BAJ,BSBA-OM,85,2018
BSHM,BSIT,BSTM,85,2018
BSN,BSBio,BSBA-FM,85,2018
BSN,BSIT,BSBio,85,2018
BSN,BSTM,BSBio,85,2018
BSN,Not Indicated,Not Indicated,85,2018
BSBA-FM,BSBA-OM,BSCM,85,2018
BSTM,BSHM,BSCM,85,2018
BSN,BSTM,ABFL,85,2018
ABFL,BPA,BPEDD,85,2018
BSBA-FM,BEED,BSHM,85,2018
BPEDD,BECEd,BSED-Eng,85,2018
BSCS,BSIT,BSED-Sci,85,2018
BSED-Eng,BAJ,BEED,84,2018
BSIT,BSCS,BLIS,84,2018
BSBA-FM,BSBA-FM,BSNEd-TDHL,84,2018
BSTM,BSBA-FM,BSAM,84,2018
BSBA-FM,BSHM,BSTM,84,2018
BSDC,BSED-Soc Stud,BSED-Eng,84,2018
BSBA-FM,BSTM,ABFL,84,2018
BSED-Eng,BAB,BECEd,84,2018
BSEd-Math,BSED-Eng,BSED-Sci,84,2018
BSIT,BSCS,ABFL,84,2018
BSEd-Math,BEED,BSED-Eng,84,2018
BSBA-FM,BSED-Fil,BEED,84,2018
BSIT,BSIS,BSCS,84,2018
BSN,BSED-Eng,BEED,84,2018
BEEd,BECEd,BSEd-Math,84,2018
BSED-Eng,BEED,BSED-Sci,84,2018
BSED-Eng,BSED-Soc Stud,BSN,84,2018
BAB,BSTM,BAJ,84,2018
BSBA-FM,BSBA-OM,BSIT,84,2018
BSED-Fil,BSED-Soc Stud,BSHM,84,2018
ABFL,BSED-Eng,BSED-Fil,84,2018
BSTM,BSN,BSHM,84,2018
BSBA-FM,BSCM,BSTM,84,2018
BSED-Soc Stud,BSEd-Math,BSED-Fil,84,2018
BSBA-FM,BSIT,BSCM,84,2018
BSBA-FM,BSBio,BSAM,84,2018
ABELS,BSNED-Gen,AB Pol Sci,84,2018
BSED-Soc Stud,BSED-Fil,BEED,84,2018
BSN,BSED-Fil,BSIT,84,2018
BSCS,BSIT,BSBA-OM,84,2018
BSBA-FM,BSBA-OM,BSIT,84,2018
BSN,BSBio,BSTM,84,2018
BSBA-FM,BSED-Eng,BSN,84,2018
BSED-Fil,BPEDD,BPA,84,2018
BSIT,BSIS,BSCS,84,2018
BEEd,BSEd-Math,ABFL,84,2018
BSBA-FM,BSBA-OM,BSTM,84,2018
BSN,BSNED-Gen,BSBio,84,2018
BEEd,BSED-Eng,BSN,84,2018
BSBA-FM,BSCM,BSHM,84,2018
BSN,BSBA-FM,BSTM,84,2018
BSHM,ABFL,BSBA-OM,84,2018
BSBA-FM,BSEd-Math,BSAM,84,2018
BSBA-FM,BSBA-OM,BSEd-Math,84,2018
BSN,BSBio,ABFL,84,2018
BSN,BSBio,BSED-Sci,84,2018
BSED-Eng,BAB,AB Pol Sci,84,2018
BSN,BSBA-FM,Not Indicated,84,2018
BSNED-Gen,BEED,BSED-Eng,84,2018
BSBio,BSED-Sci,BSN,84,2018
BSED-Eng,BEED,BSED-Fil,84,2018
BECEd,BSIT,BSTM,84,2018
BSED-Sci,BSBio,BSN,84,2018
ABFL,BSBA-FM,BSN,84,2018
BSN,BPEDD,BPA,84,2018
BSTM,BSAM,BSHM,84,2018
BSTM,BSN,BSHM,84,2018
BSNEd-TDHL,BSN,BSHM,84,2018
BEEd,BSED-Eng,BPEDD,84,2018
ABFL,BSTM,BSNED-Gen,84,2018
BSN,BSBio,BSIS,84,2018
BAB,BSED-Soc Stud,BSIT,84,2018
BSED-Eng,BCAED,BSTM,84,2018
BSBA-FM,BSBA-OM,BSTM,84,2018
BSNED-Gen,ABFL,BSED-Eng,84,2018
ABFL,BSCS,BSTM,84,2018
BSN,BSTM,BSCS,84,2018
BSBA-OM,BSED-Soc Stud,BSCS,84,2018
BSN,BSBio,BSCS,84,2018
BEEd,BEED,ABFL,84,2018
BSN,Not Indicated,Not Indicated,84,2018
BSED-Soc Stud,BAB,AB Pol Sci,84,2018
BAJ,BAB,ABFL,84,2018
BSBA-FM,BSIT,BSIS,84,2018
BSN,AB Pol Sci,BAB,84,2018
ABFL,ABELS,BSBA-FM,84,2018
BSDC,BSN,BPA,84,2018
ABFL,ABELS,BSED-Eng,84,2018
BSNED-Gen,BSNEd-TDHL,BSN,84,2018
BSED-Sci,BSED-Eng,BSED-Soc Stud,84,2018
BSED-Eng,BSED-Fil,BEED,84,2018
BSED-Soc Stud,BSTM,BSED-Eng,84,2018
BSBA-OM,Not Indicated,BSESS,84,2018
BSBio,BSN,BSED-Sci,84,2018
BSIS,BSIT,BSN,84,2018
ABELS,BPA,BSNED-Gen,84,2018
BSN,BSTM,BSHM,84,2018
BSBA-FM,BSAM,BSEd-Math,84,2018
BSTM,BEED,BSED-Eng,84,2018
BSN,BSBio,BSBio,84,2018
BSTM,BSHM,BPEDD,84,2018
BSED-Eng,BEED,BSN,84,2018
BSN,BSBio,BSHM,84,2018
BSN,BSBio,BSHM,84,2018
BSBio,BSCM,BSIT,84,2018
BSIT,BSN,BSTM,84,2018
BPEDD,BSTM,BPA,84,2018
BSN,BSBio,BSED-Sci,84,2018
BSBio,BEED,BPEDD,84,2018
BSESS,BSBio,BSTM,84,2018
BSIT,BSED-Soc Stud,BSHM,84,2018
BSN,BSBio,BSBA-FM,84,2018
BSED-Eng,BSBio,AB Pol Sci,84,2018
BSTM,BSHM,ABELS,84,2018
BSHM,BSTM,BPA,84,2018
BSED-Fil,BPEDD,BSED-Eng,84,2018
BSED-Eng,BPEDD,BPA,84,2018
BSBA-FM,BSTM,BSN,84,2018
BEEd,BPA,Not Indicated,84,2018
BSBA-OM,BSED-Eng,BEED,84,2018
BSBA-FM,BSAM,BAB,84,2018
BSBio,BSAM,BSCS,84,2018
BSN,BSED-Sci,BSBio,84,2018
BSHM,BAJ,BSED-Sci,84,2018
BSN,BSBio,BSED-Sci,84,2018
BSN,BSNEd-TDHL,BSBA-FM,84,2018
BSHM,BSTM,BSBA-OM,84,2018
BSBio,BSBA-FM,AB Pol Sci,84,2018
BSED-Soc Stud,BSED-Eng,BSBA-FM,84,2018
BPEDD,BSDC,BAB,84,2018
BSED-Sci,BSBio,BPA,84,2018
BSED-Eng,BSED-Soc Stud,BSBA-OM,84,2018
BSN,BSTM,BPA,84,2018
BSTM,BSN,BSHM,84,2018
BSED-Eng,ABELS,BSN,84,2018
BSIS,BSIT,Not Indicated,84,2018
BEEd,BSED-Eng,ABELS,84,2018
BSCS,BSIT,BSEMC,84,2018
BSBA-FM,BSBA-OM,BSTM,84,2018
BSED-Eng,BSHM,BSDC,84,2018
BPEDD,BPA,BCAED,84,2018
BSTM,BSBA-FM,Not Indicated,84,2018
BSN,BSBio,ABFL,84,2018
BSN,AB Pol Sci,BSTM,84,2018
AB Pol Sci,BSCS,BSBio,84,2018
ABFL,BAB,BAJ,84,2018
AB Pol Sci,Not Indicated,Not Indicated,84,2018
BSDC,BSTM,BAB,84,2018
AB Pol Sci,ABFL,BSTM,84,2018
AB Pol Sci,BAB,BSBio,84,2018
BSED-Eng,BSBio,BAJ,84,2018
BSN,BSBio,BSAM,84,2018
BSBA-FM,BPA,BEED,84,2018
BSIT,BSIS,BSCS,84,2018
ABELS,ABFL,BSEMC,84,2018
BSN,BSTM,BSBio,84,2018
BSHM,ABELS,ABFL,84,2018
BSBA-FM,BSHM,BSIT,84,2018
BSN,BSEMC,BSESS,84,2018
BSBA-FM,BSBA-OM,BSN,84,2018
BAB,BAJ,BSHM,84,2018
BSED-Eng,BAB,Not Indicated,84,2018
BSNED-Gen,BSDC,BAJ,84,2018
BSDC,ABFL,BEED,84,2018
BSAM,BSBio,AB Pol Sci,84,2018
BSEMC,BSBA-OM,BAJ,84,2018
BSBA-FM,BSBA-OM,BSED-Eng,83,2018
BSN,BSIS,BSTM,83,2018
BSN,BSBio,AB Pol Sci,83,2018
BSED-Eng,BAJ,BSIS,83,2018
BAB,BAJ,BPEDD,83,2018
BSBA-FM,BSHM,BSIT,83,2018
BSED-Eng,BSBA-FM,BEED,83,2018
BSED-Soc Stud,BSED-Sci,AB Pol Sci,83,2018
BSTM,BSED-Soc Stud,BSHM,83,2018
BCAED,BPEDD,ABFL,83,2018
BSED-Sci,BSED-Fil,BSED-Soc Stud,83,2018
ABELS,BSTM,BPA,83,2018
BSCM,BSBA-FM,BSIT,83,2018
BAB,BAJ,BSED-Eng,83,2018
BSEd-Math,BSED-Fil,BEED,83,2018
BSIT,AB Pol Sci,BSEMC,83,2018
BSBA-FM,BSIT,BSBA-OM,83,2018
BSTM,BSBA-OM,ABFL,83,2018
BSED-Soc Stud,BSED-Eng,BSNEd-TDHL,83,2018
BSTM,BSBA-FM,BSHM,83,2018
BSBio,BSN,BSED-Sci,83,2018
BSIT,BSEd-Math,BSIS,83,2018
BPEDD,BSED-Eng,BSTM,83,2018
BSIT,BPEDD,BSESS,83,2018
BSED-Soc Stud,ABFL,BSBio,83,2018
ABELS,BSN,BSBio,83,2018
BSED-Soc Stud,BSED-Fil,BEED,83,2018
BSED-Soc Stud,BEED,BSED-Eng,83,2018
BSED-Soc Stud,BSIT,BSHM,83,2018
BSN,BSBA-FM,BSTM,83,2018
BSBio,BSN,Not Indicated,83,2018
BSCM,BSHM,BSBA-OM,83,2018
BSED-Fil,BPA,BSIS,83,2018
BSAM,BSBA-FM,BSIS,83,2018
BEEd,BSIT,BSED-Fil,83,2018
BSED-Soc Stud,BSCM,ABFL,83,2018
BSN,BSTM,BSBio,83,2018
BSCS,AB Pol Sci,BSN,83,2018
BPEDD,BSESS,BPA,83,2018
BECEd,BEED,BSED-Eng,83,2018
BSBA-FM,BSBA-OM,BPA,83,2018
BSN,BEED,Not Indicated,83,2018
ABFL,BSTM,ABELS,83,2018
BSN,AB Pol Sci,Not Indicated,83,2018
BPEDD,BSN,BSESS,83,2018
BSBio,BSN,BSED-Sci,83,2018
BSIT,BSIS,BSCS,83,2018
BSN,BSTM,BSBA-FM,83,2018
BSN,BSBio,BSED-Sci,83,2018
BSTM,BSIT,Not Indicated,83,2018
BSTM,BSN,BSN,83,2018
BSBA-OM,BSTM,BSCM,83,2018
BSTM,BSHM,BSBA-OM,83,2018
BSN,BSHM,BSBio,83,2018
ABFL,BSED-Eng,BECEd,83,2018
BSED-Soc Stud,BSED-Sci,BSBio,83,2018
BSED-Eng,BSED-Soc Stud,BEED,83,2018
BSED-Soc Stud,ABELS,BSBA-FM,83,2018
BSTM,ABFL,BSED-Soc Stud,83,2018
BPA,BSBA-FM,BPEDD,83,2018
BSN,BSBio,BSED-Sci,83,2018
BSN,BSBA-FM,BSHM,83,2018
BSHM,BSTM,ABFL,83,2018
BSED-Fil,BEED,BSTM,83,2018
ABELS,BSCS,ABFL,83,2018
BSBA-FM,BSTM,BSIT,83,2018
BSBA-OM,BSTM,BSIT,83,2018
BSN,AB Pol Sci,BSBio,83,2018
BSED-Eng,BPA,BAJ,83,2018
BSHM,BSBA-OM,BSTM,83,2018
BSBA-FM,BSTM,BSN,83,2018
BSIT,BSBA-OM,BPA,83,2018
BSN,BSBio,BSCS,83,2018
BSIT,BSCS,BSN,83,2018
BEEd,BSED-Soc Stud,BSEd-Math,83,2018
BSN,BSBio,BSBA-FM,83,2018
BSED-Soc Stud,BEED,BSNEd-TDHL,83,2018
BSN,BSBio,BSTM,83,2018
BSN,AB Pol Sci,BAB,83,2018
BSTM,BSBA-FM,BSIT,83,2018
BSBio,Not Indicated,Not Indicated,83,2018
BSBA-FM,BSED-Eng,BSIT,83,2018
BSBA-OM,BSBA-FM,BSCM,83,2018
BSNEd-TDHL,BSHM,BSTM,83,2018
BSED-Sci,BEED,BSIT,83,2018
ABELS,Not Indicated,Not Indicated,83,2018
BSED-Soc Stud,BSCM,BSHM,83,2018
BSBA-FM,BSBA-OM,BSTM,83,2018
BSN,BSBio,BSTM,83,2018
BSN,BSBA-FM,BSAM,83,2018
BSED-Sci,BSEd-Math,BSBio,83,2018
BSTM,BSN,BPA,83,2018
BSBA-FM,BEED,BSIT,83,2018
BSBA-FM,BSTM,AB Pol Sci,83,2018
BSED-Fil,BEED,ABELS,83,2018
BSN,BSBio,BSTM,83,2018
BSBA-FM,BSHM,BSN,83,2018
BSHM,BSDC,BSTM,83,2018
BSBA-OM,BSTM,BSN,83,2018
BSBio,BSCM,BSN,83,2018
BSN,BSBio,BSCS,83,2018
BSBio,BSN,AB Pol Sci,83,2018
BSED-Soc Stud,BAB,BSHM,83,2018
BSIT,BSIS,BSCS,83,2018
BSHM,BSBA-OM,BSTM,83,2018
BPEDD,BPA,BCAED,83,2018
BPA,BSBio,BSBA-FM,83,2018
BSBA-FM,BSBA-OM,BSTM,83,2018
BSN,BSIT,BSCS,83,2018
BSBA-FM,Not Indicated,Not Indicated,83,2018
BSBio,BSN,Not Indicated,83,2018
BSED-Soc Stud,BSEd-Math,BSBA-FM,83,2018
BSBA-FM,BSTM,BSN,83,2018
BSHM,BPEDD,BSESS,83,2018
BSED-Eng,BEED,BAJ,83,2018
BSN,BSIT,BSED-Sci,83,2018
BSN,BPEDD,BSESS,83,2018
BSN,BSBio,BSTM,83,2018
BSN,BSCS,BECEd,83,2018
BSED-Eng,BEED,BLIS,83,2018
BSED-Soc Stud,BSESS,BSNEd-TDHL,83,2018
BSED-Eng,BEED,BSHM,83,2018
BSN,BSBio,BSHM,83,2018
BSN,BSBio,BSTM,83,2018
BSIT,BSED-Sci,BSTM,83,2018
BPEDD,BEED,BSN,83,2018
BSN,BSBio,BSBA-OM,83,2018
BSN,AB Pol Sci,BSTM,83,2018
AB Pol Sci,BSDC,BSBA-FM,83,2018
AB Pol Sci,BSCS,BSED-Eng,83,2018
BSHM,BSBA-FM,BEED,83,2018
BSED-Sci,BEED,BSN,83,2018
BSBA-FM,BAB,BSED-Fil,83,2018
BSED-Eng,BPA,BPEDD,83,2018
BSN,BSBio,BSED-Sci,83,2018
BSBio,BSN,Not Indicated,83,2018
BSN,BSBio,ABELS,83,2018
BPEDD,BPA,BSEd-Math,83,2018
BSN,BSTM,BSHM,83,2018
BSN,BSBio,BSDC,83,2018
BSBA-OM,BSCM,BEED,83,2018
BSED-Eng,BSDC,ABFL,83,2018
BSED-Sci,BEED,BSIS,83,2018
BSN,BSTM,BSBio,83,2018
BSN,Not Indicated,Not Indicated,83,2018
BSBio,BSN,Not Indicated,83,2018
BSTM,BPA,ABFL,83,2018
BPEDD,ABFL,BSIT,83,2018
BSIT,BSIS,BSBio,83,2018
BSCM,BSBio,Not Indicated,82,2018
BSED-Fil,BSBio,BAB,82,2018
